Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year
0 days 02:49:01.029000,BEA,87,0 days 00:01:50.255000,15.0,2.0,,,0 days 00:00:31.668000,0 days 00:00:49.292000,0 days 00:00:29.295000,0 days 02:47:42.456000,0 days 02:48:31.748000,0 days 02:49:01.043000,327.0,205.0,220.0,312.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 02:47:10.774000,2025-07-27 14:52:38.744,1,14.0,False,,False,True,2025
0 days 02:50:50.893000,BEA,87,0 days 00:01:49.864000,16.0,2.0,,,0 days 00:00:31.322000,0 days 00:00:49.234000,0 days 00:00:29.308000,0 days 02:49:32.365000,0 days 02:50:21.599000,0 days 02:50:50.907000,333.0,205.0,219.0,313.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 02:49:01.029000,2025-07-27 14:54:28.999,1,14.0,False,,False,True,2025
0 days 02:52:39.087000,BEA,87,0 days 00:01:48.194000,17.0,2.0,,,0 days 00:00:30.948000,0 days 00:00:48.079000,0 days 00:00:29.167000,0 days 02:51:21.855000,0 days 02:52:09.934000,0 days 02:52:39.101000,340.0,209.0,220.0,309.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 02:50:50.893000,2025-07-27 14:56:18.863,1,13.0,False,,False,True,2025
0 days 02:54:26.965000,BEA,87,0 days 00:01:47.878000,18.0,2.0,,,0 days 00:00:31.389000,0 days 00:00:47.442000,0 days 00:00:29.047000,0 days 02:53:10.490000,0 days 02:53:57.932000,0 days 02:54:26.979000,321.0,211.0,221.0,313.0,True,MEDIUM,6.0,True,Haas F1 Team,0 days 02:52:39.087000,2025-07-27 14:58:07.057,1,13.0,False,,False,True,2025
0 days 02:56:15.062000,BEA,87,0 days 00:01:48.097000,19.0,2.0,,,0 days 00:00:31.241000,0 days 00:00:47.789000,0 days 00:00:29.067000,0 days 02:54:58.220000,0 days 02:55:46.009000,0 days 02:56:15.076000,322.0,208.0,221.0,312.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 02:54:26.965000,2025-07-27 14:59:54.935,1,13.0,False,,False,True,2025
0 days 02:58:03.064000,BEA,87,0 days 00:01:48.002000,20.0,2.0,,,0 days 00:00:31.179000,0 days 00:00:47.896000,0 days 00:00:28.927000,0 days 02:56:46.255000,0 days 02:57:34.151000,0 days 02:58:03.078000,325.0,207.0,223.0,313.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 02:56:15.062000,2025-07-27 15:01:43.032,1,13.0,False,,False,True,2025
0 days 02:59:51.487000,BEA,87,0 days 00:01:48.423000,21.0,2.0,,,0 days 00:00:31.283000,0 days 00:00:48.007000,0 days 00:00:29.133000,0 days 02:58:34.361000,0 days 02:59:22.368000,0 days 02:59:51.501000,328.0,206.0,222.0,312.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 02:58:03.064000,2025-07-27 15:03:31.034,1,13.0,False,,False,True,2025
0 days 03:01:40.221000,BEA,87,0 days 00:01:48.734000,22.0,2.0,,,0 days 00:00:31.035000,0 days 00:00:48.573000,0 days 00:00:29.126000,0 days 03:00:22.536000,0 days 03:01:11.109000,0 days 03:01:40.235000,330.0,202.0,223.0,314.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 02:59:51.487000,2025-07-27 15:05:19.457,1,13.0,False,,False,True,2025
0 days 03:03:28.734000,BEA,87,0 days 00:01:48.513000,23.0,2.0,,,0 days 00:00:31.016000,0 days 00:00:48.366000,0 days 00:00:29.131000,0 days 03:02:11.251000,0 days 03:02:59.617000,0 days 03:03:28.748000,329.0,208.0,222.0,314.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 03:01:40.221000,2025-07-27 15:07:08.191,1,13.0,False,,False,True,2025
0 days 03:05:16.660000,BEA,87,0 days 00:01:47.926000,24.0,2.0,,,0 days 00:00:30.896000,0 days 00:00:47.966000,0 days 00:00:29.064000,0 days 03:03:59.644000,0 days 03:04:47.610000,0 days 03:05:16.674000,330.0,206.0,219.0,313.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 03:03:28.734000,2025-07-27 15:08:56.704,1,13.0,False,,False,True,2025
0 days 03:07:04.682000,BEA,87,0 days 00:01:48.022000,25.0,2.0,,,0 days 00:00:30.990000,0 days 00:00:48.025000,0 days 00:00:29.007000,0 days 03:05:47.664000,0 days 03:06:35.689000,0 days 03:07:04.696000,328.0,206.0,221.0,313.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 03:05:16.660000,2025-07-27 15:10:44.630,1,13.0,False,,False,True,2025
0 days 03:08:52.561000,BEA,87,0 days 00:01:47.879000,26.0,2.0,,,0 days 00:00:30.976000,0 days 00:00:47.925000,0 days 00:00:28.978000,0 days 03:07:35.672000,0 days 03:08:23.597000,0 days 03:08:52.575000,330.0,205.0,222.0,313.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 03:07:04.682000,2025-07-27 15:12:32.652,1,13.0,False,,False,True,2025
0 days 03:10:40.301000,BEA,87,0 days 00:01:47.740000,27.0,2.0,,,0 days 00:00:30.768000,0 days 00:00:47.931000,0 days 00:00:29.041000,0 days 03:09:23.343000,0 days 03:10:11.274000,0 days 03:10:40.315000,334.0,203.0,220.0,314.0,True,MEDIUM,15.0,True,Haas F1 Team,0 days 03:08:52.561000,2025-07-27 15:14:20.531,1,13.0,False,,False,True,2025
0 days 03:12:28.280000,BEA,87,0 days 00:01:47.979000,28.0,2.0,,,0 days 00:00:30.892000,0 days 00:00:48.115000,0 days 00:00:28.972000,0 days 03:11:11.207000,0 days 03:11:59.322000,0 days 03:12:28.294000,333.0,203.0,222.0,314.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 03:10:40.301000,2025-07-27 15:16:08.271,1,13.0,False,,False,True,2025
0 days 03:14:16.350000,BEA,87,0 days 00:01:48.070000,29.0,2.0,,,0 days 00:00:30.833000,0 days 00:00:48.287000,0 days 00:00:28.950000,0 days 03:12:59.127000,0 days 03:13:47.414000,0 days 03:14:16.364000,339.0,204.0,222.0,315.0,False,MEDIUM,17.0,True,Haas F1 Team,0 days 03:12:28.280000,2025-07-27 15:17:56.250,1,13.0,False,,False,True,2025
0 days 03:16:04.105000,BEA,87,0 days 00:01:47.755000,30.0,2.0,,,0 days 00:00:30.838000,0 days 00:00:48.049000,0 days 00:00:28.868000,0 days 03:14:47.202000,0 days 03:15:35.251000,0 days 03:16:04.119000,334.0,208.0,223.0,314.0,False,MEDIUM,18.0,True,Haas F1 Team,0 days 03:14:16.350000,2025-07-27 15:19:44.320,1,13.0,False,,False,True,2025
0 days 03:17:51.965000,BEA,87,0 days 00:01:47.860000,31.0,2.0,,,0 days 00:00:30.741000,0 days 00:00:48.223000,0 days 00:00:28.896000,0 days 03:16:34.860000,0 days 03:17:23.083000,0 days 03:17:51.979000,336.0,205.0,216.0,317.0,False,MEDIUM,19.0,True,Haas F1 Team,0 days 03:16:04.105000,2025-07-27 15:21:32.075,1,13.0,False,,False,True,2025
0 days 03:19:39.604000,BEA,87,0 days 00:01:47.639000,32.0,2.0,,,0 days 00:00:31.080000,0 days 00:00:47.658000,0 days 00:00:28.901000,0 days 03:18:23.059000,0 days 03:19:10.717000,0 days 03:19:39.618000,331.0,205.0,223.0,313.0,True,MEDIUM,20.0,True,Haas F1 Team,0 days 03:17:51.965000,2025-07-27 15:23:19.935,1,13.0,False,,False,True,2025
0 days 03:21:27.695000,BEA,87,0 days 00:01:48.091000,33.0,2.0,,,0 days 00:00:31.092000,0 days 00:00:47.649000,0 days 00:00:29.350000,0 days 03:20:10.710000,0 days 03:20:58.359000,0 days 03:21:27.709000,336.0,207.0,219.0,313.0,False,MEDIUM,21.0,True,Haas F1 Team,0 days 03:19:39.604000,2025-07-27 15:25:07.574,1,12.0,False,,False,True,2025
0 days 03:23:15.283000,BEA,87,0 days 00:01:47.588000,34.0,2.0,,,0 days 00:00:31.360000,0 days 00:00:47.146000,0 days 00:00:29.082000,0 days 03:21:59.069000,0 days 03:22:46.215000,0 days 03:23:15.297000,316.0,208.0,221.0,311.0,True,MEDIUM,22.0,True,Haas F1 Team,0 days 03:21:27.695000,2025-07-27 15:26:55.665,1,12.0,False,,False,True,2025
0 days 03:25:02.418000,BEA,87,0 days 00:01:47.135000,35.0,2.0,,,0 days 00:00:31.073000,0 days 00:00:47.225000,0 days 00:00:28.837000,0 days 03:23:46.370000,0 days 03:24:33.595000,0 days 03:25:02.432000,317.0,208.0,222.0,314.0,True,MEDIUM,23.0,True,Haas F1 Team,0 days 03:23:15.283000,2025-07-27 15:28:43.253,1,12.0,False,,False,True,2025
0 days 03:26:49.835000,BEA,87,0 days 00:01:47.417000,36.0,2.0,,,0 days 00:00:30.754000,0 days 00:00:47.712000,0 days 00:00:28.951000,0 days 03:25:33.186000,0 days 03:26:20.898000,0 days 03:26:49.849000,336.0,205.0,223.0,313.0,False,MEDIUM,24.0,True,Haas F1 Team,0 days 03:25:02.418000,2025-07-27 15:30:30.388,1,12.0,False,,False,True,2025
0 days 03:28:37.416000,BEA,87,0 days 00:01:47.581000,37.0,2.0,,,0 days 00:00:30.793000,0 days 00:00:47.940000,0 days 00:00:28.848000,0 days 03:27:20.642000,0 days 03:28:08.582000,0 days 03:28:37.430000,335.0,206.0,224.0,313.0,False,MEDIUM,25.0,True,Haas F1 Team,0 days 03:26:49.835000,2025-07-27 15:32:17.805,1,12.0,False,,False,True,2025
0 days 03:30:24.947000,BEA,87,0 days 00:01:47.531000,38.0,2.0,,,0 days 00:00:30.777000,0 days 00:00:47.959000,0 days 00:00:28.795000,0 days 03:29:08.207000,0 days 03:29:56.166000,0 days 03:30:24.961000,339.0,205.0,225.0,315.0,False,MEDIUM,26.0,True,Haas F1 Team,0 days 03:28:37.416000,2025-07-27 15:34:05.386,1,12.0,False,,False,True,2025
0 days 03:32:12.379000,BEA,87,0 days 00:01:47.432000,39.0,2.0,,,0 days 00:00:30.513000,0 days 00:00:48.102000,0 days 00:00:28.817000,0 days 03:30:55.474000,0 days 03:31:43.576000,0 days 03:32:12.393000,342.0,209.0,225.0,317.0,False,MEDIUM,27.0,True,Haas F1 Team,0 days 03:30:24.947000,2025-07-27 15:35:52.917,1,12.0,False,,False,True,2025
0 days 03:33:59.770000,BEA,87,0 days 00:01:47.391000,40.0,2.0,,,0 days 00:00:30.802000,0 days 00:00:47.659000,0 days 00:00:28.930000,0 days 03:32:43.195000,0 days 03:33:30.854000,0 days 03:33:59.784000,330.0,208.0,224.0,315.0,False,MEDIUM,28.0,True,Haas F1 Team,0 days 03:32:12.379000,2025-07-27 15:37:40.349,1,12.0,False,,False,True,2025
0 days 03:35:47.284000,BEA,87,0 days 00:01:47.514000,41.0,2.0,,,0 days 00:00:31.607000,0 days 00:00:47.215000,0 days 00:00:28.692000,0 days 03:34:31.391000,0 days 03:35:18.606000,0 days 03:35:47.298000,316.0,210.0,222.0,312.0,False,MEDIUM,29.0,True,Haas F1 Team,0 days 03:33:59.770000,2025-07-27 15:39:27.740,1,12.0,False,,False,True,2025
0 days 03:37:34.268000,BEA,87,0 days 00:01:46.984000,42.0,2.0,,,0 days 00:00:30.907000,0 days 00:00:47.224000,0 days 00:00:28.853000,0 days 03:36:18.205000,0 days 03:37:05.429000,0 days 03:37:34.282000,331.0,209.0,224.0,314.0,True,MEDIUM,30.0,True,Haas F1 Team,0 days 03:35:47.284000,2025-07-27 15:41:15.254,1,12.0,False,,False,True,2025
0 days 03:39:20.977000,BEA,87,0 days 00:01:46.709000,43.0,2.0,,,0 days 00:00:30.560000,0 days 00:00:47.291000,0 days 00:00:28.858000,0 days 03:38:04.842000,0 days 03:38:52.133000,0 days 03:39:20.991000,322.0,209.0,224.0,321.0,True,MEDIUM,31.0,True,Haas F1 Team,0 days 03:37:34.268000,2025-07-27 15:43:02.238,1,11.0,False,,False,True,2025
0 days 03:41:08.091000,BEA,87,0 days 00:01:47.114000,44.0,2.0,,,0 days 00:00:30.881000,0 days 00:00:47.475000,0 days 00:00:28.758000,0 days 03:39:51.872000,0 days 03:40:39.347000,0 days 03:41:08.105000,326.0,209.0,223.0,315.0,False,MEDIUM,32.0,True,Haas F1 Team,0 days 03:39:20.977000,2025-07-27 15:44:48.947,1,11.0,False,,False,True,2025
0 days 02:17:58.963000,HUL,27,0 days 00:03:26.488000,1.0,1.0,0 days 02:15:36.143000,,,0 days 00:01:02.840000,0 days 00:00:45.333000,,0 days 02:17:13.731000,0 days 02:17:59.041000,227.0,172.0,192.0,210.0,False,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:14:32.096000,2025-07-27 14:20:00.066,14,14.0,False,,False,False,2025
0 days 02:20:49.627000,HUL,27,,2.0,1.0,,,0 days 00:00:48.208000,0 days 00:01:14.631000,0 days 00:00:47.890000,0 days 02:18:47.263000,0 days 02:20:01.879000,0 days 02:20:49.705000,192.0,157.0,194.0,247.0,False,INTERMEDIATE,2.0,True,Kick Sauber,0 days 02:17:58.963000,2025-07-27 14:23:26.933,4,14.0,False,,False,False,2025
0 days 02:23:43.707000,HUL,27,,3.0,1.0,,,0 days 00:00:48.135000,0 days 00:01:16.116000,0 days 00:00:49.849000,0 days 02:21:37.839000,0 days 02:22:54.011000,0 days 02:23:43.785000,204.0,156.0,194.0,245.0,False,INTERMEDIATE,3.0,True,Kick Sauber,0 days 02:20:49.627000,2025-07-27 14:26:17.597,4,14.0,False,,False,False,2025
0 days 02:26:32.877000,HUL,27,,4.0,1.0,,,0 days 00:00:50.565000,0 days 00:01:11.988000,0 days 00:00:46.710000,0 days 02:24:34.342000,0 days 02:25:46.298000,0 days 02:26:33.094000,263.0,124.0,210.0,229.0,False,INTERMEDIATE,4.0,True,Kick Sauber,0 days 02:23:43.707000,2025-07-27 14:29:11.677,41,14.0,False,,False,False,2025
0 days 02:28:36.676000,HUL,27,0 days 00:02:03.799000,5.0,1.0,,,0 days 00:00:33.863000,0 days 00:00:57.716000,0 days 00:00:32.220000,0 days 02:27:06.818000,0 days 02:28:04.534000,0 days 02:28:36.754000,311.0,180.0,212.0,274.0,True,INTERMEDIATE,5.0,True,Kick Sauber,0 days 02:26:32.877000,2025-07-27 14:32:00.847,1,14.0,False,,False,True,2025
0 days 02:30:38.725000,HUL,27,0 days 00:02:02.049000,6.0,1.0,,,0 days 00:00:33.521000,0 days 00:00:56.897000,0 days 00:00:31.631000,0 days 02:29:10.275000,0 days 02:30:07.172000,0 days 02:30:38.803000,289.0,185.0,210.0,288.0,True,INTERMEDIATE,6.0,True,Kick Sauber,0 days 02:28:36.676000,2025-07-27 14:34:04.646,1,14.0,False,,False,True,2025
0 days 02:32:41.600000,HUL,27,0 days 00:02:02.875000,7.0,1.0,,,0 days 00:00:33.626000,0 days 00:00:57.208000,0 days 00:00:32.041000,0 days 02:31:12.429000,0 days 02:32:09.637000,0 days 02:32:41.678000,313.0,178.0,209.0,292.0,False,INTERMEDIATE,7.0,True,Kick Sauber,0 days 02:30:38.725000,2025-07-27 14:36:06.695,1,14.0,False,,False,True,2025
0 days 02:34:45.568000,HUL,27,0 days 00:02:03.968000,8.0,1.0,,,0 days 00:00:33.412000,0 days 00:00:57.668000,0 days 00:00:32.888000,0 days 02:33:15.090000,0 days 02:34:12.758000,0 days 02:34:45.646000,316.0,180.0,208.0,293.0,False,INTERMEDIATE,8.0,True,Kick Sauber,0 days 02:32:41.600000,2025-07-27 14:38:09.570,1,15.0,False,,False,True,2025
0 days 02:36:51.458000,HUL,27,0 days 00:02:05.890000,9.0,1.0,,,0 days 00:00:33.814000,0 days 00:00:58.666000,0 days 00:00:33.410000,0 days 02:35:19.460000,0 days 02:36:18.126000,0 days 02:36:51.536000,314.0,166.0,205.0,292.0,False,INTERMEDIATE,9.0,True,Kick Sauber,0 days 02:34:45.568000,2025-07-27 14:40:13.538,1,15.0,False,,False,True,2025
0 days 02:38:57.533000,HUL,27,0 days 00:02:06.075000,10.0,1.0,,,0 days 00:00:34.020000,0 days 00:00:59.085000,0 days 00:00:32.970000,0 days 02:37:25.556000,0 days 02:38:24.641000,0 days 02:38:57.611000,316.0,165.0,203.0,294.0,False,INTERMEDIATE,10.0,True,Kick Sauber,0 days 02:36:51.458000,2025-07-27 14:42:19.428,1,15.0,False,,False,True,2025
0 days 02:41:07.228000,HUL,27,0 days 00:02:09.695000,11.0,1.0,,0 days 02:41:03.577000,0 days 00:00:33.774000,0 days 00:00:58.491000,0 days 00:00:37.430000,0 days 02:39:31.385000,0 days 02:40:29.876000,0 days 02:41:07.306000,313.0,172.0,,297.0,False,INTERMEDIATE,11.0,True,Kick Sauber,0 days 02:38:57.533000,2025-07-27 14:44:25.503,1,19.0,False,,False,False,2025
0 days 02:43:18.906000,HUL,27,0 days 00:02:11.678000,12.0,2.0,0 days 02:41:27.174000,,0 days 00:00:48.695000,0 days 00:00:52.685000,0 days 00:00:30.298000,0 days 02:41:56.001000,0 days 02:42:48.686000,0 days 02:43:18.984000,309.0,202.0,218.0,278.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 02:41:07.228000,2025-07-27 14:46:35.198,1,18.0,False,,False,False,2025
0 days 02:45:13.860000,HUL,27,0 days 00:01:54.954000,13.0,2.0,,,0 days 00:00:32.319000,0 days 00:00:52.878000,0 days 00:00:29.757000,0 days 02:43:51.303000,0 days 02:44:44.181000,0 days 02:45:13.938000,321.0,201.0,223.0,289.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 02:43:18.906000,2025-07-27 14:48:46.876,1,13.0,False,,False,True,2025
0 days 02:47:04.146000,HUL,27,0 days 00:01:50.286000,14.0,2.0,,,0 days 00:00:31.824000,0 days 00:00:49.282000,0 days 00:00:29.180000,0 days 02:45:45.762000,0 days 02:46:35.044000,0 days 02:47:04.224000,322.0,205.0,221.0,311.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 02:45:13.860000,2025-07-27 14:50:41.830,1,9.0,False,,False,True,2025
0 days 02:48:52.915000,HUL,27,0 days 00:01:48.769000,15.0,2.0,,,0 days 00:00:31.228000,0 days 00:00:48.600000,0 days 00:00:28.941000,0 days 02:47:35.452000,0 days 02:48:24.052000,0 days 02:48:52.993000,333.0,207.0,220.0,313.0,True,MEDIUM,4.0,True,Kick Sauber,0 days 02:47:04.146000,2025-07-27 14:52:32.116,1,9.0,False,,False,True,2025
0 days 02:50:41.457000,HUL,27,0 days 00:01:48.542000,16.0,2.0,,,0 days 00:00:31.118000,0 days 00:00:48.407000,0 days 00:00:29.017000,0 days 02:49:24.111000,0 days 02:50:12.518000,0 days 02:50:41.535000,330.0,207.0,221.0,314.0,True,MEDIUM,5.0,True,Kick Sauber,0 days 02:48:52.915000,2025-07-27 14:54:20.885,1,9.0,False,,False,True,2025
0 days 02:52:29.921000,HUL,27,0 days 00:01:48.464000,17.0,2.0,,,0 days 00:00:31.077000,0 days 00:00:48.370000,0 days 00:00:29.017000,0 days 02:51:12.612000,0 days 02:52:00.982000,0 days 02:52:29.999000,333.0,208.0,220.0,314.0,True,MEDIUM,6.0,True,Kick Sauber,0 days 02:50:41.457000,2025-07-27 14:56:09.427,1,9.0,False,,False,True,2025
0 days 02:54:18.367000,HUL,27,0 days 00:01:48.446000,18.0,2.0,,,0 days 00:00:31.220000,0 days 00:00:48.206000,0 days 00:00:29.020000,0 days 02:53:01.219000,0 days 02:53:49.425000,0 days 02:54:18.445000,340.0,206.0,220.0,312.0,True,MEDIUM,7.0,True,Kick Sauber,0 days 02:52:29.921000,2025-07-27 14:57:57.891,1,9.0,False,,False,True,2025
0 days 02:56:06.858000,HUL,27,0 days 00:01:48.491000,19.0,2.0,,,0 days 00:00:31.263000,0 days 00:00:48.199000,0 days 00:00:29.029000,0 days 02:54:49.708000,0 days 02:55:37.907000,0 days 02:56:06.936000,325.0,207.0,220.0,314.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 02:54:18.367000,2025-07-27 14:59:46.337,1,9.0,False,,False,True,2025
0 days 02:57:56.905000,HUL,27,0 days 00:01:50.047000,20.0,2.0,,,0 days 00:00:31.886000,0 days 00:00:49.165000,0 days 00:00:28.996000,0 days 02:56:38.822000,0 days 02:57:27.987000,0 days 02:57:56.983000,264.0,207.0,220.0,313.0,False,MEDIUM,9.0,True,Kick Sauber,0 days 02:56:06.858000,2025-07-27 15:01:34.828,1,10.0,False,,False,True,2025
0 days 02:59:45.430000,HUL,27,0 days 00:01:48.525000,21.0,2.0,,,0 days 00:00:31.585000,0 days 00:00:47.976000,0 days 00:00:28.964000,0 days 02:58:28.568000,0 days 02:59:16.544000,0 days 02:59:45.508000,325.0,207.0,219.0,312.0,False,MEDIUM,10.0,True,Kick Sauber,0 days 02:57:56.905000,2025-07-27 15:03:24.875,1,10.0,False,,False,True,2025
0 days 03:01:33.602000,HUL,27,0 days 00:01:48.172000,22.0,2.0,,,0 days 00:00:31.339000,0 days 00:00:47.807000,0 days 00:00:29.026000,0 days 03:00:16.847000,0 days 03:01:04.654000,0 days 03:01:33.680000,325.0,208.0,220.0,314.0,True,MEDIUM,11.0,True,Kick Sauber,0 days 02:59:45.430000,2025-07-27 15:05:13.400,1,10.0,False,,False,True,2025
0 days 03:03:21.607000,HUL,27,0 days 00:01:48.005000,23.0,2.0,,,0 days 00:00:31.294000,0 days 00:00:47.624000,0 days 00:00:29.087000,0 days 03:02:04.974000,0 days 03:02:52.598000,0 days 03:03:21.685000,323.0,208.0,219.0,313.0,True,MEDIUM,12.0,True,Kick Sauber,0 days 03:01:33.602000,2025-07-27 15:07:01.572,1,10.0,False,,False,True,2025
0 days 03:05:09.334000,HUL,27,0 days 00:01:47.727000,24.0,2.0,,,0 days 00:00:31.270000,0 days 00:00:47.389000,0 days 00:00:29.068000,0 days 03:03:52.955000,0 days 03:04:40.344000,0 days 03:05:09.412000,324.0,208.0,219.0,312.0,True,MEDIUM,13.0,True,Kick Sauber,0 days 03:03:21.607000,2025-07-27 15:08:49.577,1,10.0,False,,False,True,2025
0 days 03:06:57.280000,HUL,27,0 days 00:01:47.946000,25.0,2.0,,,0 days 00:00:31.301000,0 days 00:00:47.543000,0 days 00:00:29.102000,0 days 03:05:40.713000,0 days 03:06:28.256000,0 days 03:06:57.358000,323.0,208.0,220.0,312.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 03:05:09.334000,2025-07-27 15:10:37.304,1,10.0,False,,False,True,2025
0 days 03:08:44.936000,HUL,27,0 days 00:01:47.656000,26.0,2.0,,,0 days 00:00:31.212000,0 days 00:00:47.435000,0 days 00:00:29.009000,0 days 03:07:28.570000,0 days 03:08:16.005000,0 days 03:08:45.014000,323.0,207.0,220.0,312.0,True,MEDIUM,15.0,True,Kick Sauber,0 days 03:06:57.280000,2025-07-27 15:12:25.250,1,10.0,False,,False,True,2025
0 days 03:10:32.863000,HUL,27,0 days 00:01:47.927000,27.0,2.0,,,0 days 00:00:31.249000,0 days 00:00:47.623000,0 days 00:00:29.055000,0 days 03:09:16.263000,0 days 03:10:03.886000,0 days 03:10:32.941000,324.0,212.0,220.0,312.0,False,MEDIUM,16.0,True,Kick Sauber,0 days 03:08:44.936000,2025-07-27 15:14:12.906,1,10.0,False,,False,True,2025
0 days 03:12:20.861000,HUL,27,0 days 00:01:47.998000,28.0,2.0,,,0 days 00:00:31.399000,0 days 00:00:47.591000,0 days 00:00:29.008000,0 days 03:11:04.340000,0 days 03:11:51.931000,0 days 03:12:20.939000,323.0,212.0,220.0,312.0,False,MEDIUM,17.0,True,Kick Sauber,0 days 03:10:32.863000,2025-07-27 15:16:00.833,1,10.0,False,,False,True,2025
0 days 03:14:08.929000,HUL,27,0 days 00:01:48.068000,29.0,2.0,,,0 days 00:00:31.460000,0 days 00:00:47.515000,0 days 00:00:29.093000,0 days 03:12:52.399000,0 days 03:13:39.914000,0 days 03:14:09.007000,322.0,207.0,219.0,312.0,False,MEDIUM,18.0,True,Kick Sauber,0 days 03:12:20.861000,2025-07-27 15:17:48.831,1,10.0,False,,False,True,2025
0 days 03:15:57.117000,HUL,27,0 days 00:01:48.188000,30.0,2.0,,,0 days 00:00:31.432000,0 days 00:00:47.669000,0 days 00:00:29.087000,0 days 03:14:40.439000,0 days 03:15:28.108000,0 days 03:15:57.195000,310.0,208.0,220.0,311.0,False,MEDIUM,19.0,True,Kick Sauber,0 days 03:14:08.929000,2025-07-27 15:19:36.899,1,10.0,False,,False,True,2025
0 days 03:17:45.533000,HUL,27,0 days 00:01:48.416000,31.0,2.0,,,0 days 00:00:31.468000,0 days 00:00:47.445000,0 days 00:00:29.503000,0 days 03:16:28.663000,0 days 03:17:16.108000,0 days 03:17:45.611000,311.0,209.0,219.0,312.0,False,MEDIUM,20.0,True,Kick Sauber,0 days 03:15:57.117000,2025-07-27 15:21:25.087,1,10.0,False,,False,True,2025
0 days 03:19:37.889000,HUL,27,0 days 00:01:52.356000,32.0,2.0,,0 days 03:19:34.128000,0 days 00:00:31.430000,0 days 00:00:47.528000,0 days 00:00:33.398000,0 days 03:18:17.041000,0 days 03:19:04.569000,0 days 03:19:37.967000,311.0,209.0,,312.0,False,MEDIUM,21.0,True,Kick Sauber,0 days 03:17:45.533000,2025-07-27 15:23:13.503,1,10.0,False,,False,False,2025
0 days 03:21:41.131000,HUL,27,0 days 00:02:03.242000,33.0,3.0,0 days 03:19:58.010000,,0 days 00:00:46.631000,0 days 00:00:47.944000,0 days 00:00:28.667000,0 days 03:20:24.598000,0 days 03:21:12.542000,0 days 03:21:41.209000,320.0,204.0,225.0,308.0,False,None,,False,Kick Sauber,0 days 03:19:37.889000,2025-07-27 15:25:05.859,1,15.0,False,,False,False,2025
0 days 03:23:26.208000,HUL,27,0 days 00:01:45.077000,34.0,3.0,,,0 days 00:00:30.592000,0 days 00:00:45.894000,0 days 00:00:28.591000,0 days 03:22:11.801000,0 days 03:22:57.695000,0 days 03:23:26.286000,326.0,213.0,223.0,320.0,True,None,,False,Kick Sauber,0 days 03:21:41.131000,2025-07-27 15:27:09.101,1,14.0,False,,False,True,2025
0 days 03:25:11.933000,HUL,27,0 days 00:01:45.725000,35.0,3.0,,,0 days 00:00:31.020000,0 days 00:00:46.112000,0 days 00:00:28.593000,0 days 03:23:57.306000,0 days 03:24:43.418000,0 days 03:25:12.011000,312.0,212.0,222.0,312.0,False,None,,False,Kick Sauber,0 days 03:23:26.208000,2025-07-27 15:28:54.178,1,14.0,False,,False,True,2025
0 days 03:26:57.801000,HUL,27,0 days 00:01:45.868000,36.0,3.0,,,0 days 00:00:31.036000,0 days 00:00:46.185000,0 days 00:00:28.647000,0 days 03:25:43.047000,0 days 03:26:29.232000,0 days 03:26:57.879000,312.0,214.0,222.0,311.0,False,None,,False,Kick Sauber,0 days 03:25:11.933000,2025-07-27 15:30:39.903,1,14.0,False,,False,True,2025
0 days 03:28:44.232000,HUL,27,0 days 00:01:46.431000,37.0,3.0,,,0 days 00:00:31.030000,0 days 00:00:46.549000,0 days 00:00:28.852000,0 days 03:27:28.909000,0 days 03:28:15.458000,0 days 03:28:44.310000,313.0,213.0,221.0,314.0,False,None,,False,Kick Sauber,0 days 03:26:57.801000,2025-07-27 15:32:25.771,1,14.0,False,,False,True,2025
