Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year
0 days 01:30:45.635000,RIC,3,0 days 00:02:08.049000,13.0,2.0,0 days 01:28:56.880000,,0 days 00:00:46.847000,0 days 00:00:50.441000,0 days 00:00:30.761000,0 days 01:29:24.441000,0 days 01:30:14.882000,0 days 01:30:45.643000,315.0,190.0,212.0,304.0,False,HARD,1.0,True,McLaren,0 days 01:28:37.586000,2022-08-28 13:29:37.666,1,15.0,False,,False,False,2022
0 days 01:32:41.144000,RIC,3,0 days 00:01:55.509000,14.0,2.0,,,0 days 00:00:32.249000,0 days 00:00:52.414000,0 days 00:00:30.846000,0 days 01:31:17.892000,0 days 01:32:10.306000,0 days 01:32:41.152000,311.0,184.0,209.0,310.0,False,HARD,2.0,True,McLaren,0 days 01:30:45.635000,2022-08-28 13:31:45.715,1,13.0,False,,False,True,2022
0 days 01:34:37.603000,RIC,3,0 days 00:01:56.459000,15.0,2.0,,,0 days 00:00:32.117000,0 days 00:00:52.527000,0 days 00:00:31.815000,0 days 01:33:13.269000,0 days 01:34:05.796000,0 days 01:34:37.611000,324.0,181.0,210.0,310.0,False,HARD,3.0,True,McLaren,0 days 01:32:41.144000,2022-08-28 13:33:41.224,1,12.0,False,,False,True,2022
0 days 01:36:31.837000,RIC,3,0 days 00:01:54.234000,16.0,2.0,,,0 days 00:00:31.932000,0 days 00:00:51.547000,0 days 00:00:30.755000,0 days 01:35:09.543000,0 days 01:36:01.090000,0 days 01:36:31.845000,322.0,185.0,209.0,312.0,True,HARD,4.0,True,McLaren,0 days 01:34:37.603000,2022-08-28 13:35:37.683,1,11.0,False,,False,True,2022
0 days 01:38:25.966000,RIC,3,0 days 00:01:54.129000,17.0,2.0,,,0 days 00:00:32.523000,0 days 00:00:50.795000,0 days 00:00:30.811000,0 days 01:37:04.368000,0 days 01:37:55.163000,0 days 01:38:25.974000,310.0,186.0,208.0,309.0,True,HARD,5.0,True,McLaren,0 days 01:36:31.837000,2022-08-28 13:37:31.917,1,11.0,False,,False,True,2022
0 days 01:40:20.537000,RIC,3,0 days 00:01:54.571000,18.0,2.0,,,0 days 00:00:32.605000,0 days 00:00:51.241000,0 days 00:00:30.725000,0 days 01:38:58.579000,0 days 01:39:49.820000,0 days 01:40:20.545000,310.0,186.0,206.0,309.0,False,HARD,6.0,True,McLaren,0 days 01:38:25.966000,2022-08-28 13:39:26.046,1,11.0,False,,False,True,2022
0 days 01:42:15.853000,RIC,3,0 days 00:01:55.316000,19.0,2.0,,,0 days 00:00:32.477000,0 days 00:00:51.813000,0 days 00:00:31.026000,0 days 01:40:53.022000,0 days 01:41:44.835000,0 days 01:42:15.861000,309.0,182.0,208.0,308.0,False,HARD,7.0,True,McLaren,0 days 01:40:20.537000,2022-08-28 13:41:20.617,1,10.0,False,,False,True,2022
0 days 01:44:11.394000,RIC,3,0 days 00:01:55.541000,20.0,2.0,,,0 days 00:00:32.087000,0 days 00:00:52.324000,0 days 00:00:31.130000,0 days 01:42:47.948000,0 days 01:43:40.272000,0 days 01:44:11.402000,322.0,179.0,208.0,312.0,False,HARD,8.0,True,McLaren,0 days 01:42:15.853000,2022-08-28 13:43:15.933,1,10.0,False,,False,True,2022
0 days 01:46:07.273000,RIC,3,0 days 00:01:55.879000,21.0,2.0,,,0 days 00:00:32.516000,0 days 00:00:52.312000,0 days 00:00:31.051000,0 days 01:44:43.918000,0 days 01:45:36.230000,0 days 01:46:07.281000,319.0,181.0,209.0,308.0,False,HARD,9.0,True,McLaren,0 days 01:44:11.394000,2022-08-28 13:45:11.474,1,10.0,False,,False,True,2022
0 days 01:48:02.873000,RIC,3,0 days 00:01:55.600000,22.0,2.0,,,0 days 00:00:32.301000,0 days 00:00:52.186000,0 days 00:00:31.113000,0 days 01:46:39.582000,0 days 01:47:31.768000,0 days 01:48:02.881000,321.0,182.0,208.0,310.0,False,HARD,10.0,True,McLaren,0 days 01:46:07.273000,2022-08-28 13:47:07.353,1,10.0,False,,False,True,2022
0 days 01:49:58.779000,RIC,3,0 days 00:01:55.906000,23.0,2.0,,,0 days 00:00:32.329000,0 days 00:00:52.283000,0 days 00:00:31.294000,0 days 01:48:35.210000,0 days 01:49:27.493000,0 days 01:49:58.787000,325.0,180.0,208.0,311.0,False,HARD,11.0,True,McLaren,0 days 01:48:02.873000,2022-08-28 13:49:02.953,1,10.0,False,,False,True,2022
0 days 01:51:54.993000,RIC,3,0 days 00:01:56.214000,24.0,2.0,,,0 days 00:00:32.839000,0 days 00:00:52.217000,0 days 00:00:31.158000,0 days 01:50:31.626000,0 days 01:51:23.843000,0 days 01:51:55.001000,316.0,179.0,207.0,295.0,False,HARD,12.0,True,McLaren,0 days 01:49:58.779000,2022-08-28 13:50:58.859,1,10.0,False,,False,True,2022
0 days 01:53:51.049000,RIC,3,0 days 00:01:56.056000,25.0,2.0,,,0 days 00:00:32.133000,0 days 00:00:52.732000,0 days 00:00:31.191000,0 days 01:52:27.134000,0 days 01:53:19.866000,0 days 01:53:51.057000,337.0,179.0,208.0,312.0,False,HARD,13.0,True,McLaren,0 days 01:51:54.993000,2022-08-28 13:52:55.073,1,10.0,False,,False,True,2022
0 days 01:55:47.211000,RIC,3,0 days 00:01:56.162000,26.0,2.0,,,0 days 00:00:32.426000,0 days 00:00:52.236000,0 days 00:00:31.500000,0 days 01:54:23.483000,0 days 01:55:15.719000,0 days 01:55:47.219000,322.0,181.0,209.0,311.0,False,HARD,14.0,True,McLaren,0 days 01:53:51.049000,2022-08-28 13:54:51.129,1,8.0,False,,False,True,2022
0 days 01:57:41.737000,RIC,3,0 days 00:01:54.526000,27.0,2.0,,,0 days 00:00:32.637000,0 days 00:00:50.989000,0 days 00:00:30.900000,0 days 01:56:19.856000,0 days 01:57:10.845000,0 days 01:57:41.745000,306.0,184.0,209.0,307.0,False,HARD,15.0,True,McLaren,0 days 01:55:47.211000,2022-08-28 13:56:47.291,1,8.0,False,,False,True,2022
0 days 01:59:36.320000,RIC,3,0 days 00:01:54.583000,28.0,2.0,,,0 days 00:00:32.680000,0 days 00:00:50.865000,0 days 00:00:31.038000,0 days 01:58:14.425000,0 days 01:59:05.290000,0 days 01:59:36.328000,308.0,183.0,208.0,308.0,False,HARD,16.0,True,McLaren,0 days 01:57:41.737000,2022-08-28 13:58:41.817,1,8.0,False,,False,True,2022
0 days 02:01:31.895000,RIC,3,0 days 00:01:55.575000,29.0,2.0,,,0 days 00:00:32.600000,0 days 00:00:52.047000,0 days 00:00:30.928000,0 days 02:00:08.928000,0 days 02:01:00.975000,0 days 02:01:31.903000,309.0,183.0,207.0,307.0,False,HARD,17.0,True,McLaren,0 days 01:59:36.320000,2022-08-28 14:00:36.400,1,9.0,False,,False,True,2022
0 days 02:03:26.935000,RIC,3,0 days 00:01:55.040000,30.0,2.0,,,0 days 00:00:32.635000,0 days 00:00:51.388000,0 days 00:00:31.017000,0 days 02:02:04.538000,0 days 02:02:55.926000,0 days 02:03:26.943000,307.0,182.0,207.0,309.0,False,HARD,18.0,True,McLaren,0 days 02:01:31.895000,2022-08-28 14:02:31.975,1,9.0,False,,False,True,2022
0 days 02:05:22.005000,RIC,3,0 days 00:01:55.070000,31.0,2.0,,,0 days 00:00:32.669000,0 days 00:00:51.314000,0 days 00:00:31.087000,0 days 02:03:59.612000,0 days 02:04:50.926000,0 days 02:05:22.013000,309.0,182.0,207.0,308.0,False,HARD,19.0,True,McLaren,0 days 02:03:26.935000,2022-08-28 14:04:27.015,1,9.0,False,,False,True,2022
0 days 02:07:21.064000,RIC,3,0 days 00:01:59.059000,32.0,2.0,,0 days 02:07:17.276000,0 days 00:00:32.616000,0 days 00:00:51.288000,0 days 00:00:35.155000,0 days 02:05:54.629000,0 days 02:06:45.917000,0 days 02:07:21.072000,307.0,180.0,,308.0,False,HARD,20.0,True,McLaren,0 days 02:05:22.005000,2022-08-28 14:06:22.085,1,10.0,False,,False,False,2022
0 days 02:09:28.847000,RIC,3,0 days 00:02:07.783000,33.0,3.0,0 days 02:07:40.425000,,0 days 00:00:46.266000,0 days 00:00:51.066000,0 days 00:00:30.451000,0 days 02:08:07.338000,0 days 02:08:58.404000,0 days 02:09:28.855000,337.0,192.0,215.0,311.0,False,MEDIUM,1.0,True,McLaren,0 days 02:07:21.064000,2022-08-28 14:08:21.144,1,15.0,False,,False,False,2022
0 days 02:11:21.927000,RIC,3,0 days 00:01:53.080000,34.0,3.0,,,0 days 00:00:31.847000,0 days 00:00:50.592000,0 days 00:00:30.641000,0 days 02:10:00.702000,0 days 02:10:51.294000,0 days 02:11:21.935000,322.0,190.0,211.0,312.0,True,MEDIUM,2.0,True,McLaren,0 days 02:09:28.847000,2022-08-28 14:10:28.927,1,15.0,False,,False,True,2022
0 days 02:13:15.455000,RIC,3,0 days 00:01:53.528000,35.0,3.0,,,0 days 00:00:32.359000,0 days 00:00:50.461000,0 days 00:00:30.708000,0 days 02:11:54.294000,0 days 02:12:44.755000,0 days 02:13:15.463000,309.0,188.0,211.0,310.0,False,MEDIUM,3.0,True,McLaren,0 days 02:11:21.927000,2022-08-28 14:12:22.007,1,15.0,False,,False,True,2022
0 days 02:15:09.143000,RIC,3,0 days 00:01:53.688000,36.0,3.0,,,0 days 00:00:32.239000,0 days 00:00:50.853000,0 days 00:00:30.596000,0 days 02:13:47.702000,0 days 02:14:38.555000,0 days 02:15:09.151000,310.0,189.0,211.0,310.0,False,MEDIUM,4.0,True,McLaren,0 days 02:13:15.455000,2022-08-28 14:14:15.535,1,15.0,False,,False,True,2022
0 days 02:17:03.021000,RIC,3,0 days 00:01:53.878000,37.0,3.0,,,0 days 00:00:32.300000,0 days 00:00:50.784000,0 days 00:00:30.794000,0 days 02:15:41.451000,0 days 02:16:32.235000,0 days 02:17:03.029000,314.0,189.0,209.0,312.0,False,MEDIUM,5.0,True,McLaren,0 days 02:15:09.143000,2022-08-28 14:16:09.223,1,15.0,False,,False,True,2022
0 days 02:18:57.057000,RIC,3,0 days 00:01:54.036000,38.0,3.0,,,0 days 00:00:32.328000,0 days 00:00:50.844000,0 days 00:00:30.864000,0 days 02:17:35.357000,0 days 02:18:26.201000,0 days 02:18:57.065000,313.0,188.0,211.0,314.0,False,MEDIUM,6.0,True,McLaren,0 days 02:17:03.021000,2022-08-28 14:18:03.101,1,15.0,False,,False,True,2022
0 days 02:20:51.070000,RIC,3,0 days 00:01:54.013000,39.0,3.0,,,0 days 00:00:31.940000,0 days 00:00:51.432000,0 days 00:00:30.641000,0 days 02:19:29.005000,0 days 02:20:20.437000,0 days 02:20:51.078000,329.0,191.0,213.0,313.0,False,MEDIUM,7.0,True,McLaren,0 days 02:18:57.057000,2022-08-28 14:19:57.137,1,15.0,False,,False,True,2022
0 days 02:22:45.407000,RIC,3,0 days 00:01:54.337000,40.0,3.0,,,0 days 00:00:31.531000,0 days 00:00:51.980000,0 days 00:00:30.826000,0 days 02:21:22.609000,0 days 02:22:14.589000,0 days 02:22:45.415000,345.0,186.0,211.0,317.0,False,MEDIUM,8.0,True,McLaren,0 days 02:20:51.070000,2022-08-28 14:21:51.150,1,15.0,False,,False,True,2022
0 days 02:24:39.812000,RIC,3,0 days 00:01:54.405000,41.0,3.0,,,0 days 00:00:32.138000,0 days 00:00:51.303000,0 days 00:00:30.964000,0 days 02:23:17.553000,0 days 02:24:08.856000,0 days 02:24:39.820000,327.0,186.0,209.0,312.0,False,MEDIUM,9.0,True,McLaren,0 days 02:22:45.407000,2022-08-28 14:23:45.487,1,15.0,False,,False,True,2022
0 days 02:26:34.890000,RIC,3,0 days 00:01:55.078000,42.0,3.0,,,0 days 00:00:32.028000,0 days 00:00:52.229000,0 days 00:00:30.821000,0 days 02:25:11.848000,0 days 02:26:04.077000,0 days 02:26:34.898000,332.0,187.0,204.0,315.0,False,MEDIUM,10.0,True,McLaren,0 days 02:24:39.812000,2022-08-28 14:25:39.892,1,15.0,False,,False,True,2022
0 days 02:28:29.718000,RIC,3,0 days 00:01:54.828000,43.0,3.0,,,0 days 00:00:32.143000,0 days 00:00:51.753000,0 days 00:00:30.932000,0 days 02:27:07.041000,0 days 02:27:58.794000,0 days 02:28:29.726000,326.0,186.0,209.0,315.0,False,MEDIUM,11.0,True,McLaren,0 days 02:26:34.890000,2022-08-28 14:27:34.970,1,15.0,False,,False,True,2022
0 days 02:30:24.813000,RIC,3,0 days 00:01:55.095000,44.0,3.0,,,0 days 00:00:32.253000,0 days 00:00:51.713000,0 days 00:00:31.129000,0 days 02:29:01.979000,0 days 02:29:53.692000,0 days 02:30:24.821000,333.0,183.0,172.0,310.0,False,MEDIUM,12.0,True,McLaren,0 days 02:28:29.718000,2022-08-28 14:29:29.798,12,15.0,False,,False,True,2022
0 days 01:04:50.176000,OCO,31,0 days 00:02:05.446000,1.0,1.0,,,,0 days 00:00:54.907000,0 days 00:00:32.519000,,0 days 01:04:17.743000,0 days 01:04:50.209000,328.0,181.0,209.0,266.0,False,MEDIUM,1.0,True,Alpine,0 days 01:02:44.500000,2022-08-28 13:03:44.580,12,13.0,False,,False,False,2022
0 days 01:07:12.508000,OCO,31,0 days 00:02:22.332000,2.0,1.0,,,0 days 00:00:32.213000,0 days 00:01:07.158000,0 days 00:00:42.961000,0 days 01:05:22.405000,0 days 01:06:29.563000,0 days 01:07:12.524000,322.0,90.0,195.0,315.0,True,MEDIUM,2.0,True,Alpine,0 days 01:04:50.176000,2022-08-28 13:05:50.256,124,12.0,False,,False,False,2022
0 days 01:10:15.849000,OCO,31,,3.0,1.0,,,0 days 00:00:47.612000,0 days 00:01:22.124000,0 days 00:00:53.578000,0 days 01:08:00.240000,0 days 01:09:22.321000,0 days 01:10:15.865000,174.0,99.0,204.0,239.0,False,MEDIUM,3.0,True,Alpine,0 days 01:07:12.508000,2022-08-28 13:08:12.588,4,11.0,False,,False,False,2022
0 days 01:13:09.558000,OCO,31,,4.0,1.0,,,0 days 00:00:48.160000,0 days 00:01:17.666000,0 days 00:00:47.920000,0 days 01:11:04.082000,0 days 01:12:21.747000,0 days 01:13:09.701000,182.0,125.0,212.0,233.0,False,MEDIUM,4.0,True,Alpine,0 days 01:10:15.849000,2022-08-28 13:11:15.929,41,11.0,False,,False,False,2022
0 days 01:15:05.009000,OCO,31,0 days 00:01:55.451000,5.0,1.0,,,0 days 00:00:31.984000,0 days 00:00:52.350000,0 days 00:00:31.117000,0 days 01:13:41.558000,0 days 01:14:33.908000,0 days 01:15:05.025000,313.0,186.0,210.0,313.0,True,MEDIUM,5.0,True,Alpine,0 days 01:13:09.558000,2022-08-28 13:14:09.638,1,11.0,False,,False,True,2022
0 days 01:17:00.411000,OCO,31,0 days 00:01:55.402000,6.0,1.0,,,0 days 00:00:32.300000,0 days 00:00:52.151000,0 days 00:00:30.951000,0 days 01:15:37.325000,0 days 01:16:29.476000,0 days 01:17:00.427000,314.0,185.0,210.0,313.0,True,MEDIUM,6.0,True,Alpine,0 days 01:15:05.009000,2022-08-28 13:16:05.089,1,11.0,False,,False,True,2022
0 days 01:18:54.917000,OCO,31,0 days 00:01:54.506000,7.0,1.0,,,0 days 00:00:31.933000,0 days 00:00:51.718000,0 days 00:00:30.855000,0 days 01:17:32.360000,0 days 01:18:24.078000,0 days 01:18:54.933000,333.0,184.0,209.0,315.0,True,MEDIUM,7.0,True,Alpine,0 days 01:17:00.411000,2022-08-28 13:18:00.491,1,10.0,False,,False,True,2022
0 days 01:20:50.264000,OCO,31,0 days 00:01:55.347000,8.0,1.0,,,0 days 00:00:32.448000,0 days 00:00:51.974000,0 days 00:00:30.925000,0 days 01:19:27.381000,0 days 01:20:19.355000,0 days 01:20:50.280000,316.0,182.0,206.0,310.0,False,MEDIUM,8.0,True,Alpine,0 days 01:18:54.917000,2022-08-28 13:19:54.997,1,10.0,False,,False,True,2022
0 days 01:22:46.090000,OCO,31,0 days 00:01:55.826000,9.0,1.0,,,0 days 00:00:32.377000,0 days 00:00:52.214000,0 days 00:00:31.235000,0 days 01:21:22.657000,0 days 01:22:14.871000,0 days 01:22:46.106000,314.0,181.0,208.0,311.0,False,MEDIUM,9.0,True,Alpine,0 days 01:20:50.264000,2022-08-28 13:21:50.344,1,10.0,False,,False,True,2022
0 days 01:24:42.506000,OCO,31,0 days 00:01:56.416000,10.0,1.0,,,0 days 00:00:32.100000,0 days 00:00:52.984000,0 days 00:00:31.332000,0 days 01:23:18.206000,0 days 01:24:11.190000,0 days 01:24:42.522000,331.0,175.0,208.0,312.0,False,MEDIUM,10.0,True,Alpine,0 days 01:22:46.090000,2022-08-28 13:23:46.170,1,9.0,False,,False,True,2022
0 days 01:26:38.724000,OCO,31,0 days 00:01:56.218000,11.0,1.0,,,0 days 00:00:32.150000,0 days 00:00:52.871000,0 days 00:00:31.197000,0 days 01:25:14.672000,0 days 01:26:07.543000,0 days 01:26:38.740000,315.0,179.0,207.0,313.0,False,MEDIUM,11.0,True,Alpine,0 days 01:24:42.506000,2022-08-28 13:25:42.586,1,9.0,False,,False,True,2022
0 days 01:28:39.155000,OCO,31,0 days 00:02:00.431000,12.0,1.0,,0 days 01:28:35.415000,0 days 00:00:31.955000,0 days 00:00:53.238000,0 days 00:00:35.238000,0 days 01:27:10.695000,0 days 01:28:03.933000,0 days 01:28:39.171000,347.0,179.0,,313.0,False,MEDIUM,12.0,True,Alpine,0 days 01:26:38.724000,2022-08-28 13:27:38.804,1,10.0,False,,False,False,2022
0 days 01:30:46.708000,OCO,31,0 days 00:02:07.553000,13.0,2.0,0 days 01:28:58.940000,,0 days 00:00:47.001000,0 days 00:00:50.206000,0 days 00:00:30.346000,0 days 01:29:26.172000,0 days 01:30:16.378000,0 days 01:30:46.724000,311.0,193.0,212.0,305.0,False,HARD,1.0,True,Alpine,0 days 01:28:39.155000,2022-08-28 13:29:39.235,1,16.0,False,,False,False,2022
0 days 01:32:41.635000,OCO,31,0 days 00:01:54.927000,14.0,2.0,,,0 days 00:00:32.093000,0 days 00:00:51.822000,0 days 00:00:31.012000,0 days 01:31:18.817000,0 days 01:32:10.639000,0 days 01:32:41.651000,312.0,180.0,211.0,313.0,False,HARD,2.0,True,Alpine,0 days 01:30:46.708000,2022-08-28 13:31:46.788,1,14.0,False,,False,True,2022
0 days 01:34:37.043000,OCO,31,0 days 00:01:55.408000,15.0,2.0,,,0 days 00:00:31.716000,0 days 00:00:52.779000,0 days 00:00:30.913000,0 days 01:33:13.367000,0 days 01:34:06.146000,0 days 01:34:37.059000,345.0,180.0,210.0,316.0,False,HARD,3.0,True,Alpine,0 days 01:32:41.635000,2022-08-28 13:33:41.715,1,11.0,False,,False,True,2022
0 days 01:36:30.531000,OCO,31,0 days 00:01:53.488000,16.0,2.0,,,0 days 00:00:32.273000,0 days 00:00:50.749000,0 days 00:00:30.466000,0 days 01:35:09.332000,0 days 01:36:00.081000,0 days 01:36:30.547000,320.0,185.0,211.0,311.0,True,HARD,4.0,True,Alpine,0 days 01:34:37.043000,2022-08-28 13:35:37.123,1,10.0,False,,False,True,2022
0 days 01:38:24.494000,OCO,31,0 days 00:01:53.963000,17.0,2.0,,,0 days 00:00:32.134000,0 days 00:00:51.153000,0 days 00:00:30.676000,0 days 01:37:02.681000,0 days 01:37:53.834000,0 days 01:38:24.510000,314.0,186.0,211.0,312.0,False,HARD,5.0,True,Alpine,0 days 01:36:30.531000,2022-08-28 13:37:30.611,1,10.0,False,,False,True,2022
0 days 01:40:19.335000,OCO,31,0 days 00:01:54.841000,18.0,2.0,,,0 days 00:00:32.066000,0 days 00:00:52.087000,0 days 00:00:30.688000,0 days 01:38:56.576000,0 days 01:39:48.663000,0 days 01:40:19.351000,327.0,188.0,210.0,315.0,False,HARD,6.0,True,Alpine,0 days 01:38:24.494000,2022-08-28 13:39:24.574,1,9.0,False,,False,True,2022
0 days 01:42:14.803000,OCO,31,0 days 00:01:55.468000,19.0,2.0,,,0 days 00:00:32.061000,0 days 00:00:52.657000,0 days 00:00:30.750000,0 days 01:40:51.412000,0 days 01:41:44.069000,0 days 01:42:14.819000,342.0,185.0,210.0,314.0,False,HARD,7.0,True,Alpine,0 days 01:40:19.335000,2022-08-28 13:41:19.415,1,9.0,False,,False,True,2022
0 days 01:44:08.946000,OCO,31,0 days 00:01:54.143000,20.0,2.0,,,0 days 00:00:32.310000,0 days 00:00:51.009000,0 days 00:00:30.824000,0 days 01:42:47.129000,0 days 01:43:38.138000,0 days 01:44:08.962000,321.0,182.0,209.0,311.0,False,HARD,8.0,True,Alpine,0 days 01:42:14.803000,2022-08-28 13:43:14.883,1,8.0,False,,False,True,2022
0 days 01:46:03.544000,OCO,31,0 days 00:01:54.598000,21.0,2.0,,,0 days 00:00:32.767000,0 days 00:00:51.038000,0 days 00:00:30.793000,0 days 01:44:41.729000,0 days 01:45:32.767000,0 days 01:46:03.560000,308.0,184.0,208.0,308.0,False,HARD,9.0,True,Alpine,0 days 01:44:08.946000,2022-08-28 13:45:09.026,1,8.0,False,,False,True,2022
0 days 01:47:58.120000,OCO,31,0 days 00:01:54.576000,22.0,2.0,,,0 days 00:00:32.528000,0 days 00:00:51.263000,0 days 00:00:30.785000,0 days 01:46:36.088000,0 days 01:47:27.351000,0 days 01:47:58.136000,308.0,183.0,208.0,309.0,False,HARD,10.0,True,Alpine,0 days 01:46:03.544000,2022-08-28 13:47:03.624,1,8.0,False,,False,True,2022
0 days 01:49:52.758000,OCO,31,0 days 00:01:54.638000,23.0,2.0,,,0 days 00:00:32.625000,0 days 00:00:51.248000,0 days 00:00:30.765000,0 days 01:48:30.761000,0 days 01:49:22.009000,0 days 01:49:52.774000,308.0,178.0,208.0,310.0,False,HARD,11.0,True,Alpine,0 days 01:47:58.120000,2022-08-28 13:48:58.200,1,8.0,False,,False,True,2022
0 days 01:51:47.424000,OCO,31,0 days 00:01:54.666000,24.0,2.0,,,0 days 00:00:32.469000,0 days 00:00:51.325000,0 days 00:00:30.872000,0 days 01:50:25.243000,0 days 01:51:16.568000,0 days 01:51:47.440000,308.0,179.0,209.0,313.0,False,HARD,12.0,True,Alpine,0 days 01:49:52.758000,2022-08-28 13:50:52.838,1,8.0,False,,False,True,2022
0 days 01:53:42.075000,OCO,31,0 days 00:01:54.651000,25.0,2.0,,,0 days 00:00:32.373000,0 days 00:00:51.303000,0 days 00:00:30.975000,0 days 01:52:19.813000,0 days 01:53:11.116000,0 days 01:53:42.091000,312.0,181.0,210.0,311.0,False,HARD,13.0,True,Alpine,0 days 01:51:47.424000,2022-08-28 13:52:47.504,1,7.0,False,,False,True,2022
0 days 01:55:36.835000,OCO,31,0 days 00:01:54.760000,26.0,2.0,,,0 days 00:00:32.459000,0 days 00:00:51.345000,0 days 00:00:30.956000,0 days 01:54:14.550000,0 days 01:55:05.895000,0 days 01:55:36.851000,311.0,183.0,208.0,311.0,False,HARD,14.0,True,Alpine,0 days 01:53:42.075000,2022-08-28 13:54:42.155,1,6.0,False,,False,True,2022
0 days 01:57:31.428000,OCO,31,0 days 00:01:54.593000,27.0,2.0,,,0 days 00:00:32.450000,0 days 00:00:51.215000,0 days 00:00:30.928000,0 days 01:56:09.301000,0 days 01:57:00.516000,0 days 01:57:31.444000,311.0,182.0,208.0,311.0,False,HARD,15.0,True,Alpine,0 days 01:55:36.835000,2022-08-28 13:56:36.915,1,6.0,False,,False,True,2022
0 days 01:59:25.771000,OCO,31,0 days 00:01:54.343000,28.0,2.0,,,0 days 00:00:32.403000,0 days 00:00:51.118000,0 days 00:00:30.822000,0 days 01:58:03.847000,0 days 01:58:54.965000,0 days 01:59:25.787000,312.0,181.0,209.0,311.0,False,HARD,16.0,True,Alpine,0 days 01:57:31.428000,2022-08-28 13:58:31.508,1,6.0,False,,False,True,2022
0 days 02:01:20.979000,OCO,31,0 days 00:01:55.208000,29.0,2.0,,,0 days 00:00:32.434000,0 days 00:00:52.048000,0 days 00:00:30.726000,0 days 01:59:58.221000,0 days 02:00:50.269000,0 days 02:01:20.995000,288.0,182.0,209.0,310.0,False,HARD,17.0,True,Alpine,0 days 01:59:25.771000,2022-08-28 14:00:25.851,1,7.0,False,,False,True,2022
0 days 02:03:15.428000,OCO,31,0 days 00:01:54.449000,30.0,2.0,,,0 days 00:00:32.363000,0 days 00:00:51.198000,0 days 00:00:30.888000,0 days 02:01:53.358000,0 days 02:02:44.556000,0 days 02:03:15.444000,311.0,183.0,209.0,312.0,False,HARD,18.0,True,Alpine,0 days 02:01:20.979000,2022-08-28 14:02:21.059,1,7.0,False,,False,True,2022
0 days 02:05:09.911000,OCO,31,0 days 00:01:54.483000,31.0,2.0,,,0 days 00:00:32.425000,0 days 00:00:51.196000,0 days 00:00:30.862000,0 days 02:03:47.869000,0 days 02:04:39.065000,0 days 02:05:09.927000,311.0,182.0,208.0,310.0,False,HARD,19.0,True,Alpine,0 days 02:03:15.428000,2022-08-28 14:04:15.508,1,7.0,False,,False,True,2022
0 days 02:07:08.603000,OCO,31,0 days 00:01:58.692000,32.0,2.0,,0 days 02:07:04.857000,0 days 00:00:32.429000,0 days 00:00:51.252000,0 days 00:00:35.011000,0 days 02:05:42.356000,0 days 02:06:33.608000,0 days 02:07:08.619000,309.0,180.0,,311.0,False,HARD,20.0,True,Alpine,0 days 02:05:09.911000,2022-08-28 14:06:09.991,1,7.0,False,,False,False,2022
0 days 02:09:15.058000,OCO,31,0 days 00:02:06.455000,33.0,3.0,0 days 02:07:28.364000,,0 days 00:00:46.695000,0 days 00:00:49.614000,0 days 00:00:30.146000,0 days 02:07:55.314000,0 days 02:08:44.928000,0 days 02:09:15.074000,310.0,196.0,215.0,306.0,False,MEDIUM,1.0,True,Alpine,0 days 02:07:08.603000,2022-08-28 14:08:08.683,1,9.0,False,,False,False,2022
0 days 02:11:07.433000,OCO,31,0 days 00:01:52.375000,34.0,3.0,,,0 days 00:00:31.714000,0 days 00:00:49.977000,0 days 00:00:30.684000,0 days 02:09:46.788000,0 days 02:10:36.765000,0 days 02:11:07.449000,312.0,194.0,215.0,312.0,True,MEDIUM,2.0,True,Alpine,0 days 02:09:15.058000,2022-08-28 14:10:15.138,1,9.0,False,,False,True,2022
0 days 02:12:59.343000,OCO,31,0 days 00:01:51.910000,35.0,3.0,,,0 days 00:00:31.831000,0 days 00:00:49.718000,0 days 00:00:30.361000,0 days 02:11:39.280000,0 days 02:12:28.998000,0 days 02:12:59.359000,335.0,190.0,213.0,306.0,True,MEDIUM,3.0,True,Alpine,0 days 02:11:07.433000,2022-08-28 14:12:07.513,1,7.0,False,,False,True,2022
